full_name,language,stars,forks,contributors,commits,engagement_rate,issue_resolution_rate,commits_per_contributor,engagement_per_star,popularity_vs_activity,commits_per_day,issues_per_day
expressjs/express,JavaScript,68000,21193,365,6086,1.3116617647058824,0.950378880469323,16.673972602739727,0.005367647058823529,186.3013698630137,1.0223416764656477,0.687216529480934
PKUFlyingPig/cs-self-learning,HTML,67982,7640,165,555,1.1123826895354654,0.4369747899159664,3.3636363636363638,0.002427113059339237,412.0121212121212,0.3817056396148556,0.16368638239339753
obsproject/obs-studio,C,67397,8722,720,15232,1.1294122883807884,0.7997212821023293,21.155555555555555,0.010682968084632847,93.60694444444445,3.4657565415244598,1.1428896473265073
caddyserver/caddy,Go,67293,4505,343,2364,1.0669460419360113,0.94623898802801,6.892128279883382,0.005097112626870551,196.18950437317784,0.6021395822720326,1.1276107997962304
zed-industries/zed,Rust,67161,5524,1235,31830,1.082250115394351,0.8051321628400541,25.77327935222672,0.018388648173791336,54.38137651821862,18.767688679245282,9.16804245283019
fffaraz/awesome-cpp,,67054,8125,455,1953,1.1211709965102754,0.3626707132018209,4.292307692307692,0.006785575804575417,147.37142857142857,0.4756453969800292,0.1604968339016074
lobehub/lobe-chat,TypeScript,66820,13815,279,6569,1.206749476204729,0.7851414098775855,23.544802867383513,0.00417539658784795,239.49820788530465,7.498858447488584,5.408675799086758
ansible/ansible,Python,66718,24107,6910,55181,1.3613267783806469,0.9739408808042126,7.985672937771346,0.10357025090680176,9.655282199710564,11.10505131817267,6.726504326826324
Eugeny/tabby,TypeScript,66663,3724,172,6363,1.0558630724689857,0.5841382816471784,36.99418604651163,0.002580141907804929,387.5755813953488,1.978544776119403,1.8348880597014925
chartjs/Chart.js,JavaScript,66634,11974,524,4576,1.1796980520455023,0.9324657534246575,8.732824427480915,0.007863853288111174,127.16412213740458,0.9965156794425087,1.5897212543554007
nektos/act,Go,66304,1754,211,1298,1.0264539092664093,0.8021068472535741,6.151658767772512,0.003182311776061776,314.2369668246445,0.524232633279483,0.5367528271405493
danielmiessler/SecLists,PHP,66248,24694,349,5582,1.3727508754981284,0.9704918032786886,15.994269340974212,0.005268083564786861,189.82234957020057,1.1197592778335006,0.06118355065195587
AppFlowy-IO/AppFlowy,Dart,65921,4657,374,7202,1.0706451661837655,0.7243214475784993,19.25668449197861,0.005673457623519061,176.25935828877004,4.558227848101266,2.3784810126582276
infiniflow/ragflow,TypeScript,65878,6939,362,4066,1.105331066516895,0.46017699115044247,11.232044198895027,0.005495005920034002,181.98342541436463,6.059612518628912,8.083457526080476
jesseduffield/lazygit,Go,65819,2281,376,6933,1.0346556465458303,0.6696869851729819,18.43882978723404,0.005712636168887403,175.0505319148936,2.5639792899408285,0.8979289940828402
leonardomso/33-js-concepts,JavaScript,65782,9164,209,824,1.1393086254598523,0.4270833333333333,3.9425837320574164,0.0031771609254811345,314.7464114832536,0.31741140215716485,0.07395993836671803
webpack/webpack,JavaScript,65687,9145,956,18095,1.1392208503965777,0.9789112309955861,18.927824267782427,0.014553869106520316,68.7102510460251,3.6445115810674724,2.0533736153071502
xtekky/gpt4free,Python,65396,13706,259,3873,1.209584684078537,0.9926393270241851,14.953667953667953,0.003960486879931494,252.4942084942085,4.168998923573735,2.0473627556512377
juliangarnier/anime,JavaScript,64868,4341,66,869,1.0669205155084172,0.9054054054054054,13.166666666666666,0.0010174508232102114,982.8484848484849,0.2482147957726364,0.23250499857183662
apache/echarts,TypeScript,64790,19783,315,10125,1.3053403302978854,0.8995021779713752,32.142857142857146,0.0048618613983639454,205.68253968253967,2.2126311188811187,4.214160839160839
All-Hands-AI/OpenHands,Python,64169,7764,389,5333,1.1209930028518444,0.8876216968011127,13.709511568123393,0.006062117221711418,164.95886889460155,9.210708117443868,6.208981001727116
TheAlgorithms/Java,Java,63893,20501,705,2955,1.3208645704537274,0.9180327868852459,4.191489361702128,0.011034072590111592,90.62836879432624,0.8752962085308057,0.3613744075829384
chrislgarry/Apollo-11,Assembly,63669,7343,208,582,1.1153308517488887,0.7202643171806168,2.798076923076923,0.0032668959776343274,306.10096153846155,0.13820945143671337,0.10781287105200665
scikit-learn/scikit-learn,Python,63659,26318,3425,33029,1.4134215114909126,0.8264368750508089,9.643503649635036,0.0538022903281547,18.586569343065694,5.966221098265896,2.2220014450867054
labmlai/annotated_deep_learning_paper_implementations,Python,63481,6426,41,857,1.101227138828941,0.8129496402877698,20.902439024390244,0.0006458625415478647,1548.3170731707316,0.4570666666666667,0.07413333333333333
keras-team/keras,Python,63467,19621,1435,11733,1.309152788063088,0.9790542684861948,8.17630662020906,0.022610175366726014,44.22787456445993,3.04595015576324,3.272066458982347
dair-ai/Prompt-Engineering-Guide,MDX,63260,6618,211,1557,1.1046158710085363,0.24579124579124578,7.37914691943128,0.0033354410369901993,299.81042654028437,1.5087209302325582,0.2877906976744186
sindresorhus/awesome-nodejs,,63132,6076,401,881,1.0962427928784135,0.85,2.197007481296758,0.006351770892732687,157.4364089775561,0.2142509727626459,0.029182879377431907
firecrawl/firecrawl,TypeScript,62767,5029,117,4368,1.0801217200121083,0.8595848595848596,37.333333333333336,0.0018640368346424076,536.4700854700855,8.0,1.5
socketio/socket.io,TypeScript,62480,10143,550,7630,1.1623399487836108,0.942613948380011,13.872727272727273,0.008802816901408451,113.6,1.3397717295873572,0.6395083406496928
facebook/docusaurus,TypeScript,62152,9465,1269,6418,1.1522879392457201,0.8981454224315573,5.0575256107171,0.020417685673831894,48.97714736012608,2.113269674020415,1.1185380309515969
FuelLabs/sway,Rust,62133,5432,153,3516,1.0874253617240437,0.7324821852731591,22.980392156862745,0.0024624595625513013,406.0980392156863,2.0347222222222223,1.9490740740740742
reduxjs/redux,TypeScript,61358,15191,1055,4104,1.2475797776980997,0.9782713664896185,3.890047393364929,0.017194171909123503,58.15924170616114,1.0831353919239906,0.546582211665347
NationalSecurityAgency/ghidra,Java,61242,6800,376,15744,1.1110349106822115,0.7024638912489379,41.87234042553192,0.006139577414192874,162.87765957446808,6.511166253101737,2.433829611248966
localstack/localstack,Python,60814,4267,636,7453,1.0701647646923407,0.9488692232055064,11.718553459119496,0.010458118196467919,95.61949685534591,2.276420281001833,1.8637751985339035
prometheus/prometheus,Go,60753,9857,1259,16222,1.162247131828881,0.8844127672761078,12.88482922954726,0.020723256464701332,48.2549642573471,3.4470888227794303,1.3714407139821505
h5bp/Front-end-Developer-Interview-Questions,Nunjucks,60646,11111,274,1045,1.1832107641064538,0.7606382978723404,3.8138686131386863,0.004518022623091383,221.33576642335765,0.2092511013215859,0.03764517420905086
openinterpreter/open-interpreter,Python,60636,5199,130,3068,1.0857411438749258,0.7409470752089137,23.6,0.0021439408931987597,466.4307692307692,3.732360097323601,1.3102189781021898
alacritty/alacritty,Rust,60628,3208,466,2454,1.0529128455499108,0.9455550138143994,5.266094420600858,0.007686217589232698,130.10300429184548,0.6961702127659575,1.745531914893617
rust-lang/rustlings,Rust,60257,10949,467,3249,1.1817050301209817,0.9061277705345502,6.957173447537473,0.0077501369135536124,129.02997858672376,0.882640586797066,0.20836729149687586
Chalarangelo/30-seconds-of-code,JavaScript,125491,12345,460,10180,1.0983735885441983,0.9966777408637874,22.130434782608695,0.0036656015172402802,272.80652173913046,3.5408695652173914,0.10469565217391304
microsoft/PowerToys,C#,124270,7402,584,8439,1.0595638529009415,0.7929107636733081,14.450342465753424,0.004699444757383118,212.79109589041096,3.580398812049215,15.033517182859567
facebook/react-native,C++,124137,24879,4038,38789,1.2004156697841901,0.9620760645790443,9.605993065874195,0.032528577297663064,30.74219910846954,9.86997455470738,7.045038167938931
electron/electron,C++,118657,16530,1520,29663,1.1393091010222742,0.9576816495232727,19.51513157894737,0.012810032277910279,78.06381578947368,6.49507335231005,4.6619224874096785
kubernetes/kubernetes,Go,117965,41507,5469,133082,1.3518586021277497,0.9483916141521479,24.3338818796855,0.04636120883312847,21.569756811117205,32.09889049686445,11.712011577424024
krahets/hello-algo,Java,117768,14486,210,2127,1.1230045513212417,0.9228070175438596,10.128571428571428,0.001783166904422254,560.8,1.9804469273743017,0.26536312849162014
langchain-ai/langchain,Python,117159,19282,3528,14512,1.1645797591307538,0.9698685999093792,4.113378684807256,0.030112923462986198,33.208333333333336,13.28937728937729,8.084249084249084
langgenius/dify,TypeScript,116349,17946,1004,7516,1.154242838357012,0.9552153383888968,7.48605577689243,0.008629210392869728,115.88545816733068,8.214207650273224,15.276502732240438
nodejs/node,JavaScript,113753,33473,4221,45212,1.2942603711550464,0.8851771439849995,10.71120587538498,0.03710671366909005,26.949301113480217,11.376950176144943,5.099647710115752
open-webui/open-webui,JavaScript,112324,15541,707,13743,1.1383586766853033,0.9505535055350554,19.43847241867044,0.006294291513834978,158.87411598302688,18.621951219512194,9.180216802168022
d3/d3,Shell,111616,22848,153,4509,1.2047018348623852,0.9897504456327986,29.470588235294116,0.0013707712155963303,729.5163398692811,0.8205641492265696,0.4083712465878071
mrdoob/three.js,JavaScript,108947,36029,2435,46014,1.3307020844998028,0.9550268496420048,18.896919917864476,0.022350317126676275,44.742094455852154,8.096779869787085,2.359317262009502
excalidraw/excalidraw,TypeScript,108537,11200,346,3848,1.103190617024609,0.4982698961937716,11.121387283236995,0.003187852990224532,313.69075144508673,1.822832780672667,2.327333017527238
axios/axios,JavaScript,107919,11329,526,1735,1.1049768808087548,0.9370893888114673,3.2984790874524714,0.004874025889787711,205.16920152091254,0.4259759391112202,1.2332433095998037
rust-lang/rust,Rust,107138,13843,7944,307728,1.1292071907259795,0.8090347044761356,38.73716012084592,0.07414736134704773,13.486656596173212,54.97106109324759,10.835119685602
microsoft/TypeScript,TypeScript,106371,13048,920,36610,1.1226650120803603,0.8585645355850422,39.79347826086956,0.008648973874458264,115.62065217391304,8.851547388781432,10.422630560928432
denoland/deno,Rust,104723,5742,1120,14396,1.0548303620026165,0.8198698032253292,12.853571428571428,0.010694880780726296,93.50267857142858,5.316100443131463,4.9918759231905465
godotengine/godot,C++,102166,23365,3508,77782,1.2286964352132803,0.7360243041820282,22.172748004561004,0.03433627625628879,29.123717217787913,18.088837209302326,14.697441860465116
microsoft/terminal,C++,100489,8836,452,4729,1.0879300221914836,0.87696604439218,10.462389380530974,0.004498004756739543,222.32079646017698,1.584254606365159,4.558123953098828
microsoft/generative-ai-for-beginners,Jupyter Notebook,100150,52935,141,1666,1.5285571642536195,0.9842105263157894,11.815602836879433,0.0014078881677483774,710.2836879432624,1.9669421487603307,0.2243211334120425
rustdesk/rustdesk,Rust,99855,14681,382,10766,1.1470231836162434,0.9793454935622318,28.18324607329843,0.003825547043212658,261.4005235602094,5.847908745247148,2.0249864204236827
fatedier/frp,Go,99571,14533,135,1359,1.145956151891615,0.988621997471555,10.066666666666666,0.001355816452581575,737.562962962963,0.37918526785714285,1.103515625
papers-we-love/papers-we-love,Shell,99147,6122,302,880,1.0617466993454163,0.9917695473251029,2.9139072847682117,0.003045982228408323,328.30132450331126,0.2037037037037037,0.05625
angular/angular,TypeScript,99084,26677,2509,34864,1.269236203625207,0.9609152212567518,13.89557592666401,0.025321949053328487,39.4914308489438,8.623299530051941,7.372495671531041
iptv-org/iptv,TypeScript,97770,4119,367,32732,1.042129487572875,0.9849874895746455,89.18801089918256,0.00375370768129283,266.4032697547684,12.963168316831684,6.647920792079208
shadcn-ui/ui,TypeScript,97584,6958,343,974,1.0713026725692736,0.5996168582375478,2.8396501457725947,0.0035149204787670108,284.50145772594755,0.9615004935834156,4.1224086870681145
tauri-apps/tauri,Rust,97359,3100,509,5742,1.0318409186618598,0.7970355398349335,11.280943025540275,0.005228073418995676,191.27504911591356,2.5140105078809105,2.59938704028021
mui/material-ui,TypeScript,96779,32688,3394,27398,1.337759224625177,0.9123539232053423,8.072480848556276,0.03506959154362,28.51473187978786,6.725085910652921,4.999018163966618
ant-design/ant-design,TypeScript,96344,53763,2603,29914,1.55803163663539,0.9604461200125668,11.49212447176335,0.02701776965872291,37.01267767960046,7.820653594771242,8.321568627450981
Anduin2017/HowToCook,Dockerfile,95013,10624,448,2465,1.1118162777725153,0.4405506883604506,5.502232142857143,0.004715144243419321,212.08258928571428,1.2006819288845592,0.38918655625913295
pytorch/pytorch,Python,93891,25545,5964,94378,1.2720708055085153,0.6951790164404683,15.824614352783367,0.06352046522030866,15.742957746478874,28.18936678614098,16.65979689366786
neovim/neovim,Vim Script,93440,6357,1331,34174,1.0680329623287672,0.852800822259746,25.675432006010517,0.01424443493150685,70.20285499624343,7.997659723847414,3.1876901474373978
iluwatar/java-design-patterns,Java,93092,27268,504,4336,1.2929145361577794,0.8235877106045589,8.603174603174603,0.005413999054698577,184.70634920634922,1.061964241978937,0.24712221405829046
puppeteer/puppeteer,TypeScript,92607,9313,536,5819,1.1005647521245694,0.9615067363211438,10.85634328358209,0.005787899402852916,172.7742537313433,1.8898993179603767,2.3624553426437154
microsoft/Web-Dev-For-Beginners,JavaScript,92270,14263,246,2070,1.1545789530725046,0.9120879120879121,8.414634146341463,0.0026660886528665872,375.0813008130081,1.1512791991101223,0.20244716351501668
comfyanonymous/ComfyUI,Python,90874,10169,246,4081,1.1119021942469793,0.5575272727272728,16.589430894308943,0.0027070449193388646,369.4065040650407,4.081,6.875
fastapi/fastapi,Python,90697,8032,849,6149,1.0885586072306692,0.9458862506902264,7.24263839811543,0.009360838837006736,106.82803297997644,2.4586165533786484,1.4482207117153139
tailwindlabs/tailwindcss,TypeScript,90583,4755,327,6462,1.0524932934435822,0.9859792924935289,19.761467889908257,0.0036099488866564366,277.01223241590213,2.206213724820758,1.582792762034824
supabase/supabase,TypeScript,90030,10187,1695,32940,1.1131511718316116,0.8531442433289793,19.43362831858407,0.01882705764745085,53.11504424778761,15.020519835841313,2.4436844505243958
jaywcjlove/awesome-mac,JavaScript,89606,6801,647,2283,1.0758989353391515,0.7034220532319392,3.528593508500773,0.007220498627324063,138.49459041731066,0.6764444444444444,0.15585185185185185
2dust/v2rayN,C#,88005,13441,111,2366,1.1527299585250839,0.9988736926790024,21.315315315315317,0.0012612919720470428,792.8378378378378,1.043670048522276,2.741508601676224
storybookjs/storybook,TypeScript,87938,9710,2507,72904,1.1104187040869704,0.8398995335486186,29.080175508575987,0.028508722054174533,35.07698444355804,20.85354691075515,3.985983981693364
ggml-org/llama.cpp,C++,87691,13323,1300,6755,1.151931213009317,0.8713067316478831,5.196153846153846,0.01482478247482638,67.45461538461538,7.125527426160337,6.9261603375527425
nvm-sh/nvm,Shell,87412,9409,407,2262,1.1076396833386721,0.845088161209068,5.557739557739557,0.004656111289067863,214.77149877149878,0.3996466431095406,0.4208480565371025
gin-gonic/gin,Go,86447,8450,491,1906,1.09774775295846,0.6610567514677104,3.8818737270875765,0.005679780674864368,176.06313645621182,0.46083172147001933,0.6177466150870407
bitcoin/bitcoin,C++,86139,38022,1262,46292,1.441402848883781,0.9091503267973856,36.681458003169574,0.014650738921974948,68.25594294770207,8.553584626755358,1.6962305986696231
ChatGPTNextWeb/NextChat,TypeScript,86073,60941,301,3091,1.7080152893474143,0.7887707822294904,10.269102990033222,0.003497031589464757,285.95681063122925,3.2605485232067513,3.8702531645569622
AUTOMATIC1111/stable-diffusion-webui,Python,157229,29179,640,7689,1.1855828123310586,0.6927169094363521,12.0140625,0.004070495900883425,245.6703125,6.697735191637631,6.877177700348432
avelino/awesome-go,Go,154662,12656,2349,5138,1.0818300552171833,0.8313253012048193,2.1873137505321414,0.015187958257361214,65.84163473818646,1.2479961136750062,0.20160310905999515
ollama/ollama,Go,154010,13371,532,4647,1.086819037724823,0.7507709880068533,8.734962406015038,0.003454321147977404,289.4924812030075,5.5321428571428575,10.422619047619047
Snailclimb/JavaGuide,Java,152116,46013,685,5889,1.302486260485419,0.9342934293429342,8.597080291970803,0.004503142338741487,222.06715328467152,2.168262150220913,0.40905743740795286
massgravel/Microsoft-Activation-Scripts,Batchfile,152057,14715,8,458,1.0967729206810604,0.9986945169712794,57.25,5.2611849503804495e-05,19007.125,0.2180952380952381,0.3647619047619048
huggingface/transformers,Python,151030,30753,3609,20819,1.2036217969939746,0.892810182506706,5.768633970628983,0.023895914718930013,41.848157384316984,8.193231011412829,7.482487209759937
n8n-io/n8n,TypeScript,148340,47133,501,15898,1.3177362815154374,0.8034980988593156,31.73253493013972,0.0033773762976944855,296.0878243512974,6.897180043383948,2.8524945770065075
airbnb/javascript,JavaScript,147619,26791,556,1985,1.1814874778991864,0.876027397260274,3.570143884892086,0.003766452827888009,265.5017985611511,0.41983925549915396,0.30879864636209814
ytdl-org/youtube-dl,Python,138361,10512,1010,18947,1.0759751664125006,0.8483370613472186,18.75940594059406,0.007299744870303048,136.9910891089109,3.4695110785570407,4.993774034059696
vercel/next.js,JavaScript,134989,29567,3975,31229,1.219032661920601,0.8633148769348907,7.856352201257861,0.0294468438169036,33.95949685534591,9.480570734669096,7.511536126290225
langflow-ai/langflow,Python,132106,7794,307,16729,1.0589980773015608,0.7384661473936489,54.49185667752443,0.002323891420525941,430.3127035830619,17.122824974411465,3.4165813715455475
yangshun/tech-interview-handbook,TypeScript,131098,15898,176,1316,1.1212680590092907,0.578125,7.4772727272727275,0.0013425071320691392,744.875,0.3885444346028934,0.0377915559492176
521xueweihan/HelloGitHub,Python,130816,10793,11,217,1.0825051981409002,0.9269996507160322,19.727272727272727,8.408757338551859e-05,11892.363636363636,0.06291678747463032,0.8300956799072194
yt-dlp/yt-dlp,Python,130557,10474,1666,23516,1.080225495377498,0.7995265151515152,14.115246098439377,0.012760709881507694,78.3655462184874,12.9707666850524,5.824600110314396
golang/go,Go,130279,18369,2809,64098,1.1409973978922159,0.8610466465537248,22.8187967248131,0.021561418187121484,46.37913848344606,15.737294377608642,16.927080775840903
Genymobile/scrcpy,C,129657,12143,157,2871,1.0936547968871715,0.5545580110497238,18.286624203821656,0.0012108871869625241,825.8407643312102,0.9958376690946931,2.009018383628165
labuladong/fucking-algorithm,Markdown,129542,23445,100,516,1.1809837736023838,0.9989189189189189,5.16,0.0007719504099056677,1295.42,0.2501211827435773,0.448376151236064
TheAlgorithms/Python,Python,210684,48655,1298,3602,1.2309382772303545,0.7018833256775379,2.7750385208012327,0.006160885496762925,162.31432973805855,1.0669431279620853,0.644845971563981
ossu/computer-science,HTML,195339,24352,169,1086,1.1246653254086485,0.9756468797564688,6.42603550295858,0.0008651626147364326,1155.8520710059172,0.2598086124401914,0.15717703349282297
tensorflow/tensorflow,C++,192015,74915,4946,185785,1.390151811056428,0.9533660255189488,37.562676910634856,0.025758404291331406,38.82228063081278,51.20865490628445,11.578831312017641
getify/You-Dont-Know-JS,,183522,33660,212,1906,1.1834112531467618,0.9968354430379747,8.99056603773585,0.0011551748564204837,865.6698113207547,0.4382616693492757,0.21798114509082547
ohmyzsh/ohmyzsh,Shell,182020,26251,2761,7612,1.1442204153389737,0.9033221351250467,2.756972111553785,0.015168662784309417,65.92538935168417,1.2923599320882853,0.9096774193548387
Significant-Gravitas/AutoGPT,Python,178993,46029,795,7366,1.257155307749465,0.9270398217766639,9.265408805031447,0.004441514472633008,225.14842767295596,7.8195329087048835,3.8121019108280256
microsoft/vscode,TypeScript,177512,35500,2828,139037,1.199986479787282,0.9334057797159537,49.16442715700141,0.015931317319392492,62.76944837340877,37.64879501760087,57.56051990251828
twbs/bootstrap,MDX,173542,79161,1648,23142,1.4561489437715365,0.975068648389487,14.04247572815534,0.009496260271288795,105.30461165048544,4.458959537572254,4.420616570327553
flutter/flutter,Dart,173327,29348,2175,86352,1.1693215713651075,0.8879114101994359,39.70206896551724,0.012548535427255996,79.69057471264368,22.295894655305965,28.469145365349856
facebook/react,JavaScript,239746,49583,1948,21048,1.2068147122371176,0.9280936454849499,10.804928131416839,0.008125265906417625,123.0728952772074,4.651491712707182,3.1717127071823206
kamranahmedse/developer-roadmap,TypeScript,340300,43088,1444,7092,1.1266176902732883,0.9381139489194499,4.911357340720222,0.004243314722303849,235.66481994459835,2.262922782386726,0.9744735162731334
jwasham/coding-interview-university,,331054,80891,355,2511,1.2443438230620987,0.8404452690166976,7.073239436619718,0.0010723326103898457,932.5464788732394,0.7350702576112412,0.15778688524590165
donnemartin/system-design-primer,Python,322735,52647,124,333,1.1631276434226223,0.1503267973856209,2.685483870967742,0.0003842161525709948,2602.701612903226,0.10568073627419866,0.19422405585528404
EbookFoundation/free-programming-books,Python,372397,64748,3376,9761,1.173868210538753,0.9167309175019275,2.891291469194313,0.009065593976320969,110.3071682464455,2.22599771949829,0.2957810718358039
public-apis/public-apis,Python,369051,38851,1379,4536,1.105272712985468,0.5542258788332087,3.2893401015228427,0.0037366109291127785,267.62218999274836,1.2985971943887775,0.38276553106212424
codecrafters-io/build-your-own-x,Markdown,426232,39988,130,583,1.0938174515287449,0.5806763285024155,4.484615384615385,0.000304998216933501,3278.7076923076925,0.21481208548268238,0.3813559322033898
sindresorhus/awesome,,406663,31873,659,1175,1.0783769361854902,0.8357843137254902,1.7830045523520486,0.0016205064144020971,617.0910470409711,0.28574902723735407,0.09922178988326848
